site_id,fold,method,window_days,true_full_category,assigned_category,category_correct,rmse,mae,bias
site_65,4,full_history,0,0,0,True,6.235939433991653,4.595530628524521,1.3838224769513452
site_68,4,full_history,0,4,4,True,10.250211254946356,7.48376094576076,-0.49569098032894165
site_76,4,full_history,0,0,0,True,12.913912488619696,10.771707619235869,8.627964657499287
site_44,5,full_history,0,2,2,True,8.964251372438204,6.8103806409220535,5.620924408578919
site_48,5,full_history,0,2,2,True,12.658816320845288,10.951743730179778,10.775770697428117
site_52,5,full_history,0,1,1,True,9.646445338064371,6.765833543535106,0.05882728891847597
site_61,5,full_history,0,5,5,True,29.27182205661434,25.705093222460587,6.346110268221015
site_71,5,full_history,0,4,4,True,11.60685776209156,10.129783297071558,9.33667110068002
site_72,5,full_history,0,5,5,True,13.422642765825175,9.860013213635595,-5.66817792208803
site_74,5,full_history,0,2,2,True,8.695170865878024,6.701118268898162,3.600049386103988
site_91,5,full_history,0,2,2,True,9.309320747596141,6.753120157859319,-3.675436225998912
site_35,1,geodata,60,5,0,False,12.545151437532917,10.598801231477031,7.289103490901314
site_36,1,geodata,60,0,0,True,12.185971975649226,8.717373375192958,-2.8675685759442344
site_45,1,geodata,60,3,5,False,13.203142842018696,10.350421492646095,-4.28791839927114
site_54,1,geodata,60,3,4,False,36.389556095264766,33.25398239452959,-33.25398239452959
site_57,1,geodata,60,5,4,False,20.614819511951648,16.15816051652056,-15.927453662643106
site_66,1,geodata,60,5,4,False,4.709405676462482,3.6304464199017032,0.35964343846368296
site_79,1,geodata,60,4,0,False,4.548578448103276,3.5543838270142634,1.5222984944450495
site_26,2,geodata,60,3,0,False,6.391227287696048,4.461565745795111,-3.467164066628015
site_49,2,geodata,60,3,1,False,5.486117563423884,4.434719013548457,1.3570224271136686
site_53,2,geodata,60,2,2,True,12.568985755661132,10.134862432247335,-9.518891098760232
site_58,2,geodata,60,4,3,False,19.644859331289954,15.516444178824852,-13.39560920137186
site_59,2,geodata,60,4,2,False,21.232047113140727,15.365820028379858,-10.466850582509846
site_60,2,geodata,60,1,1,True,8.774352902694604,6.644998418300601,-2.7212034916805474
site_64,2,geodata,60,4,1,False,12.662211468730826,10.883125473060117,3.6496261656096274
site_88,2,geodata,60,3,0,False,4.491405310927172,3.3965895797721815,-2.143861599746088
